Name,Studio,Description,Founded,Amount Raised,Crunchbase URL,LinkedIn URL,Website,# Employees,End Customer,Industry,City,State,Country,Status
Ajustco,b.labs,Ajustco’s mission is to provide simple solutions to common problems found in the retail hardware market and the construction industry.,2008,,https://www.crunchbase.com/organization/ajustco,https://www.linkedin.com/company/ajust-lock-llc/,https://ajustco.com/,7,Business,Manufacturing,New York,NY,USA,Active
Basement Sports,b.labs,Apps and games for loosely structured play,2019,,,https://www.linkedin.com/company/basementsportsapp/,https://www.basementsports.com/,1,Consumer,Sports,Jersey City,NJ,USA,Active
Bemoved,b.labs,Platform for travel arrangements,2020,,,https://www.linkedin.com/company/bemovedtravel/,https://www.bemoved.io/,,Consumer,Travel,Jersey City,NJ,USA,Active
Blend FC,b.labs,Health and wellness company geared toward families,,,,,https://blendfc.com/,,Consumer,Food and Bever/es Services,Jersey City,NJ,USA,Active
Blueliner Marketing,b.labs,Marketing and advertising startup,2001,,https://www.crunchbase.com/organization/blueliner-marketing-llc,https://www.linkedin.com/company/blueliner-marketing-llc/,https://blueliner.io/,,Business,Advertising Services,New York,NY,USA,Active
Kidcoin,b.labs,Money management app for kids and families,2017,,https://www.crunchbase.com/organization/kidcoin,https://www.linkedin.com/company/kidcoin/,https://www.kidcoin.com/,2,Consumer,Finance,Jersey City,NJ,USA,Active
The 7 Pillars of Digital Marketing,b.labs,Digital marketing education platform,2014,,,https://www.linkedin.com/company/the-7-pillars-of-digital-marketing/,https://www.7pillarsdigital.com/,1,Consumer,Education,Jersey City,NJ,USA,Active
The Advocator,b.labs,Political lobbying group,2017,,,https://www.linkedin.com/company/theadvocator/,https://advocator.io/,1,Business,Civic and Social Organizations,Brooklyn,NY,USA,Active
Timebug,b.labs,"Timebug’s mission is to help people be more productive with their time and as a result, fulfilled in their lives",2016,,,https://www.linkedin.com/company/timebug/,https://www.timebug.io/,1,Consumer,Software Development,Jersey City,NJ,USA,Active
Cledera,BBVA Anthemis,Startups software subscription management,2018,$4,https://www.crunchbase.com/organization/cledara,https://www.linkedin.com/company/cledara/,http://www.cledara.com/,45,Business,Software Development,London,,England,Active
Dwellwell,BBVA Anthemis,Personalized home buying online platform,2020,$2,https://www.crunchbase.com/organization/dwellwell-afb6,https://www.linkedin.com/company/dwellwell1,https://www.dwellwell.com/,14,Consumer,Software Development,Los Angeles,CA,USA,Active
Greenspark,BBVA Anthemis,Environmental and social business initiatives platform,2020,$0,https://www.crunchbase.com/organization/greenspark-122f,https://www.linkedin.com/company/get-greenspark/,https://www.anthemis.com/grow_/greenspark/,9,Business,Software Development,London,,England,Active
Kinly,BBVA Anthemis,Financial tech company for African Americans,2020,$20,https://www.crunchbase.com/organization/kinly-c638,https://www.linkedin.com/company/kinlyofficial/about/,https://bekinly.com/,50,Business,Fintech,London,,England,Active
Nivelo,BBVA Anthemis,Secure income payment network,2020,$4,https://www.crunchbase.com/organization/nivelofi,https://www.linkedin.com/company/nivelofi/about/,https://nivelo.io/,9,Business,Fintech,New York,NY,USA,Active
Swaypay,BBVA Anthemis,Platform to earn money through social media,2020,$4,https://www.crunchbase.com/organization/swaypay-4259,https://www.linkedin.com/company/swaypayapp/about/,https://www.swaypayit.com,15,Consumer,Fintech,Chicago,IL,USA,Active
Wollit,BBVA Anthemis,Credit builder financial tool,2019,$2,https://www.crunchbase.com/organization/wollit,https://www.linkedin.com/company/wollit/about/,http://wollit.com/,10,Consumer,Fintech,London,,England,Active
Digital Boost,BCG Digital Ventures,Platform for business skills workshops and trainings,2020,,https://www.crunchbase.com/organization/digital-boost,https://www.linkedin.com/company/digitalboost-org/,https://www.digitalboost.org.uk/,61,Consumer,Training,London,,England,Active
Elovee,BCG Digital Ventures,Telehealth for seniors,2019,$14,https://www.crunchbase.com/organization/elovee,https://www.linkedin.com/company/eloveeinc/,https://elovee.com/,16,Consumer,Healthcare,New York,NY,USA,Active
FYLD,BCG Digital Ventures,Safety and productivity platform for field workers,2020,£10,https://www.crunchbase.com/organization/fyld,https://www.linkedin.com/company/fyldai/,https://www.fyld.ai/,26,Business,Technology,London,,England,Active
Myia,BCG Digital Ventures,Personalized virtual healthcare,2017,$17,https://www.crunchbase.com/organization/myia-labs,https://www.linkedin.com/company/myiahealth/,https://www.myiahealth.com/,33,Consumer,Healthcare,San Francisco,CA,USA,Active
Pumpkin,BCG Digital Ventures,Pet insurance,2019,,https://www.crunchbase.com/organization/pumpkin-c408,https://www.linkedin.com/company/pumpkinpets/,https://www.pumpkin.care/,110,Consumer,Pet Insurance,New York,NY,USA,Active
UP42,BCG Digital Ventures,"Developer platform to build, run, and sell geospatial products",2018,,https://www.crunchbase.com/organization/up42,https://www.linkedin.com/company/up42/,https://up42.com/,83,Business,Technology,Berlin,,Germany,Active
Ware2Go,BCG Digital Ventures,On demand warehousing and fulfillment network,2018,,https://www.crunchbase.com/organization/ware2go,https://www.linkedin.com/company/ware2go/,https://ware2go.co/,175,Business,Logistics,Atlanta,GA,USA,Active
Bitly,betaworks,URL shortener,2008,$94,https://www.crunchbase.com/organization/bitly,https://www.linkedin.com/company/bitly/,https://bitly.com/,297,Business,Internet Marketing,New York,NY,USA,Active
Blend.io,betaworks,Music ecosystem,2013,,,https://www.linkedin.com/company/blend-io/,https://blend.io/,,Business,,New York,NY,USA,Active
Chartbeat,betaworks,Content intelligence platform,2009,$39,https://www.crunchbase.com/organization/chartbeat,https://www.linkedin.com/company/chartbeat/,https://chartbeat.com/,77,Business,Advertising,New York,NY,USA,Active
Dexter,betaworks,Integration-based app builder,2015,$2,https://www.crunchbase.com/organization/run-dexter,https://www.linkedin.com/company/run-dexter/,http://rundexter.com/,2,Business,Technology,New York,NY,USA,Active
Dots,betaworks,Mobile gaming,2014,$10,https://www.crunchbase.com/organization/dots,https://www.linkedin.com/company/playdots-inc/,https://www.dots.co/,96,Consumer,Mobile Games,New York,NY,USA,Active
Giphy,betaworks,GIP search function,2013,$151,https://www.crunchbase.com/organization/giphy,https://www.linkedin.com/company/giphy/,https://giphy.com/,173,Consumer,Technology,New York,NY,USA,Active
Katapult,betaworks,Digital Entertainment company,2014,,https://www.crunchbase.com/organization/kandu,https://www.linkedin.com/company/katapultpay/,https://katapult.com,,Consumer,,New York,NY,USA,Active
Scale Model,betaworks,,2014,,https://www.crunchbase.com/organization/scale-model,https://www.linkedin.com/company/scale-model/,,,Business,,New York,NY,USA,Closed
SocialFlow,betaworks,Web content optimization,2009,,,https://www.linkedin.com/company/socialflow/,https://www.socialflow.com/,,Business,,New York,NY,USA,Active
Tweetdeck,betaworks,Social media dashboard for Twitter,2008,$5,https://www.crunchbase.com/organization/tweetdeck,https://www.linkedin.com/company/tweetdeck-inc./,https://tweetdeck.twitter.com/,5,Consumer,Social Media,London,,England,Active
Harness,Big Labs,Harness is a Continuous Delivery-as-a-Service platform for engineering and DevOps teams to release applications into production.,2017,$425,https://www.crunchbase.com/organization/harness-512d,https://www.linkedin.com/company/harnessinc/,https://harness.io/,760,Business,Software Development,San Francisco,CA,USA,Active
Traceable AI,Big Labs,Traceable is a startup developing an end-to-end cloud app security solution.,2019,$80,https://www.crunchbase.com/organization/traceable,https://www.linkedin.com/company/traceable-ai/,https://www.traceable.ai/,125,Business,Software Development,San Francisco,CA,USA,Active
Accelerate People,Blenheim Chalcot,Independent digital endpoint assessment,2019,,,https://www.linkedin.com/company/accelerate-people-ltd/,https://www.accelerate-people.co.uk,25,Business,Higher Education,London,,UK,Active
Agilisys,Blenheim Chalcot,IT consulting,1998,,https://www.crunchbase.com/organization/agilisys,https://www.linkedin.com/company/agilisys/,http://www.agilisys.co.uk/,1026,Business,IT Services & Consulting,London,,UK,Active
Avado,Blenheim Chalcot,Learning and development,2011,,https://www.crunchbase.com/organization/avado-2,https://www.linkedin.com/school/avado-learning/,http://www.avadolearning.com/?utm_source=linkedin&utm_medium=company_p/e,810,Business,Professional Training,London,,UK,Acquired
BCI Finance,Blenheim Chalcot,Fintech business and strategy,2011,,https://www.crunchbase.com/organization/bci-finance,https://www.linkedin.com/company/bci-finance-ltd/,https://www.bci-finance.com,26,Business,Financial Services,London,,UK,Active
Clear Start,Blenheim Chalcot,Debt advice services,2005,,,https://www.linkedin.com/company/clear-start/,https://www.debtfreedirect.co.uk,3,Consumer,Financial Services,Lancashire,,UK,Acquired
ClearScore,Blenheim Chalcot,Free credit score and report,2015,$200,https://www.crunchbase.com/organization/clearscore,https://www.linkedin.com/company/clearscore/,https://www.clearscore.com,399,Consumer,Financial Services,London,,UK,Active
Code Kingdoms,Blenheim Chalcot,E-learning online game developers,2013,$3,https://www.crunchbase.com/organization/code-kingdoms,https://www.linkedin.com/company/code-kingdoms/,http://codekingdoms.com/,3,Business,E-Learning,London,,UK,Acquired
Contentive,Blenheim Chalcot,Marketing solutions for media and events,2012,,https://www.crunchbase.com/organization/contentive,https://www.linkedin.com/company/contentive/,https://www.contentive.com/,86,Business,Digital Audio/Video Media,London,,UK,Active
Corporate Pay,Blenheim Chalcot,Finacial services and payment solutions,2008,,https://www.crunchbase.com/organization/corporatepay,,http://www.corporatepay.com/,,Business,Financial Services,London,,UK,Acquired
EnglishScore,Blenheim Chalcot,Global testing for english for employment,2019,,https://www.crunchbase.com/organization/englishscore,https://www.linkedin.com/company/englishscore/,https://www.englishscore.com/,62,Business,E-Learning,London,,UK,Active
eviivo,Blenheim Chalcot,Independent tourism app solutions,2003,$34,https://www.crunchbase.com/organization/eviivo,https://www.linkedin.com/company/eviivo/,https://www.eviivo.com/,166,Business,IT Services & Consulting,London,,UK,Acquired
FirstResort,Blenheim Chalcot,Operator of online travel agency,2000,,,,,,Consumer,Travel & Tourism,Manchester,,UK,Acquired
Fluency,Blenheim Chalcot,Voice tech for call centers,2001,$9,https://www.crunchbase.com/organization/fluency-voice-technology,https://www.linkedin.com/company/fluency-voice-technology/,,6,Business,IT Services & Consulting,Hammersmith,,UK,Acquired
Fospha Marketing,Blenheim Chalcot,Direct to consumer growth platform,2014,$7,https://www.crunchbase.com/organization/fospha,https://www.linkedin.com/company/fospha/,https://www.fospha.com,37,Consumer,Marketing Tech,London,,UK,Active
Grove Capital Management,Blenheim Chalcot,Specialized investment firm,2010,,https://www.crunchbase.com/organization/grove-capital-management,https://www.linkedin.com/company/grove-capital-management/,http://www.grove-cm.com/,8,Business,Financial Services,London,,UK,Acquired
Hive Learning,Blenheim Chalcot,Peer learning platform,2014,$4,https://www.crunchbase.com/organization/hive-learning,https://www.linkedin.com/company/hive-learning/,https://www.hivelearning.com/site/,81,Business,E-Learning,London,,UK,Active
Instrumental,Blenheim Chalcot,Music tech business for artists,2015,$3,https://www.crunchbase.com/organization/instrumental-ca1b,https://www.linkedin.com/company/weareinstrumental/,https://www.weareinstrumental.com,41,Business,Musicians,London,,UK,Active
Koodoo,Blenheim Chalcot,Recommendation engine for home financing,2018,,https://www.crunchbase.com/organization/koodoo-1e80,https://www.linkedin.com/company/koodoohq/,https://koodoo.io,37,Consumer,Financial Services,London,,UK,Active
Liberis,Blenheim Chalcot,Embedded business finance platform,2007,$217,https://www.crunchbase.com/organization/liberis-group,https://www.linkedin.com/company/liberis1/,https://www.liberis.com,208,Business,Financial Services,London,,UK,Active
Mad About Wine,Blenheim Chalcot,Online platform for wine and spirits,2000,,,,http://www.madaboutwine.com/,,Consumer,Food & Bever/e,London,,UK,Acquired
Modulr,Blenheim Chalcot,Payments infrastructure,2015,$181,https://www.crunchbase.com/organization/modulrfinance,https://www.linkedin.com/company/modulr-finance/,https://www.modulrfinance.com,314,Business,Financial Services,London,,UK,Active
Oakbrook,Blenheim Chalcot,Digital enabled consumer finance lending,2011,$142,https://www.crunchbase.com/organization/oakbrook-finance,https://www.linkedin.com/company/oakbrook-finance/,https://www.oakbrook.com,145,Consumer,Financial Services,Nottingham,,UK,Active
